LCLid,tstp,energy(kWh/hh)
MAC000065,2013-01-02 01:30:00, 0.022 
MAC000065,2013-01-02 02:00:00, 0.012 
MAC000065,2013-01-02 02:30:00, 0.017 
MAC000065,2013-01-02 03:00:00, 0.012 
MAC000065,2013-01-02 03:30:00, 0.059 
MAC000065,2013-01-02 04:00:00, 0.045 
MAC000065,2013-01-02 04:30:00, 0.013 
MAC000065,2013-01-02 05:00:00, 0.013 
MAC000065,2013-01-02 05:30:00, 0.018 
MAC000065,2013-01-02 06:00:00, 0.013 
MAC000065,2013-01-02 06:30:00, 0.057 
MAC000065,2013-01-02 07:00:00, 0.052 
MAC000065,2013-01-02 07:30:00, 0.263 
MAC000065,2013-01-02 08:00:00, 0.102 
MAC000065,2013-01-02 08:30:00, 0.036 
MAC000065,2013-01-02 09:00:00, 0.023 
MAC000065,2013-01-02 09:30:00, 0.174 
MAC000065,2013-01-02 10:00:00, 0.053 
MAC000065,2013-01-02 10:30:00, 0.012 
MAC000065,2013-01-02 11:00:00, 0.013 
MAC000065,2013-01-02 11:30:00, 0.136 
MAC000065,2013-01-02 12:00:00, 0.041 
MAC000065,2013-01-02 12:30:00, 0.058 
MAC000065,2013-01-02 13:00:00, 0.068 
MAC000065,2013-01-02 13:30:00, 0.429 
MAC000065,2013-01-02 14:00:00, 0.657 
MAC000065,2013-01-02 14:30:00, 0.691 
MAC000065,2013-01-02 15:00:00, 0.144 
MAC000065,2013-01-02 15:30:00, 0.256 
MAC000065,2013-01-02 16:00:00, 0.783 
MAC000065,2013-01-02 16:30:00, 0.738 
MAC000065,2013-01-02 17:00:00, 0.547 
MAC000065,2013-01-02 17:30:00, 0.068 
MAC000065,2013-01-02 18:00:00, 0.083 
MAC000065,2013-01-02 18:30:00, 1.535 
MAC000065,2013-01-02 19:00:00, 1.028 
MAC000065,2013-01-02 19:30:00, 0.726 
MAC000065,2013-01-02 20:00:00, 0.756 
MAC000065,2013-01-02 20:30:00, 0.522 
MAC000065,2013-01-02 21:00:00, 0.23 
MAC000065,2013-01-02 21:30:00, 0.681 
MAC000065,2013-01-02 22:00:00, 0.757 
MAC000065,2013-01-02 22:30:00, 0.437 
MAC000065,2013-01-02 23:00:00, 0.288 
MAC000065,2013-01-02 23:30:00, 0.241 
MAC000065,2013-01-03 00:00:00, 0.179 
MAC000065,2013-01-03 00:30:00, 0.013 
MAC000065,2013-01-03 01:00:00, 0.015 
MAC000065,2013-01-03 01:30:00, 0.013 
MAC000065,2013-01-03 02:00:00, 0.054 
MAC000065,2013-01-03 02:30:00, 0.05 
MAC000065,2013-01-03 03:00:00, 0.013 
MAC000065,2013-01-03 03:30:00, 0.013 
MAC000065,2013-01-03 04:00:00, 0.015 
MAC000065,2013-01-03 04:30:00, 0.025 
MAC000065,2013-01-03 05:00:00, 0.054 
MAC000065,2013-01-03 05:30:00, 0.04 
MAC000065,2013-01-03 06:00:00, 0.013 
MAC000065,2013-01-03 06:30:00, 0.014 
MAC000065,2013-01-03 07:00:00, 0.016 
MAC000065,2013-01-03 07:30:00, 0.023 
MAC000065,2013-01-03 08:00:00, 0.055 
MAC000065,2013-01-03 08:30:00, 0.218 
MAC000065,2013-01-03 09:00:00, 0.128 
MAC000065,2013-01-03 09:30:00, 0.024 
MAC000065,2013-01-03 10:00:00, 0.027 
MAC000065,2013-01-03 10:30:00, 0.06 
MAC000065,2013-01-03 11:00:00, 0.145 
MAC000065,2013-01-03 11:30:00, 0.024 
MAC000065,2013-01-03 12:00:00, 0.083 
MAC000065,2013-01-03 12:30:00, 0.673 
MAC000065,2013-01-03 13:00:00, 0.691 
MAC000065,2013-01-03 13:30:00, 0.66 
MAC000065,2013-01-03 14:00:00, 0.646 
MAC000065,2013-01-03 14:30:00, 0.63 
MAC000065,2013-01-03 15:00:00, 0.743 
MAC000065,2013-01-03 15:30:00, 0.798 
MAC000065,2013-01-03 16:00:00, 0.742 
MAC000065,2013-01-03 16:30:00, 0.696 
MAC000065,2013-01-03 17:00:00, 0.701 
MAC000065,2013-01-03 17:30:00, 0.836 
MAC000065,2013-01-03 18:00:00, 0.778 
MAC000065,2013-01-03 18:30:00, 0.547 
MAC000065,2013-01-03 19:00:00, 0.283 
MAC000065,2013-01-03 19:30:00, 0.217 
MAC000065,2013-01-03 20:00:00, 0.275 
MAC000065,2013-01-03 20:30:00, 0.342 
MAC000065,2013-01-03 21:00:00, 0.203 
MAC000065,2013-01-03 21:30:00, 0.368 
MAC000065,2013-01-03 22:00:00, 0.219 
MAC000065,2013-01-03 22:30:00, 0.234 
MAC000065,2013-01-03 23:00:00, 0.366 
MAC000065,2013-01-03 23:30:00, 0.397 
MAC000065,2013-01-04 00:00:00, 0.145 
MAC000065,2013-01-04 00:30:00, 0.029 
MAC000065,2013-01-04 01:00:00, 0.037 
MAC000065,2013-01-04 01:30:00, 0.013 
MAC000065,2013-01-04 02:00:00, 0.02 
MAC000065,2013-01-04 02:30:00, 0.058 
MAC000065,2013-01-04 03:00:00, 0.024 
MAC000065,2013-01-04 03:30:00, 0.013 
MAC000065,2013-01-04 04:00:00, 0.017 
MAC000065,2013-01-04 04:30:00, 0.057 
MAC000065,2013-01-04 05:00:00, 0.027 
MAC000065,2013-01-04 05:30:00, 0.012 
MAC000065,2013-01-04 06:00:00, 0.016 
MAC000065,2013-01-04 06:30:00, 0.049 
MAC000065,2013-01-04 07:00:00, 0.033 
MAC000065,2013-01-04 07:30:00, 0.013 
MAC000065,2013-01-04 08:00:00, 0.023 
MAC000065,2013-01-04 08:30:00, 0.221 
MAC000065,2013-01-04 09:00:00, 0.119 
MAC000065,2013-01-04 09:30:00, 0.013 
MAC000065,2013-01-04 10:00:00, 0.016 
MAC000065,2013-01-04 10:30:00, 0.145 
MAC000065,2013-01-04 11:00:00, 0.053 
MAC000065,2013-01-04 11:30:00, 0.02 
MAC000065,2013-01-04 12:00:00, 0.025 
MAC000065,2013-01-04 12:30:00, 0.614 
MAC000065,2013-01-04 13:00:00, 0.044 
MAC000065,2013-01-04 13:30:00, 0.666 
MAC000065,2013-01-04 14:00:00, 0.247 
MAC000065,2013-01-04 14:30:00, 1.324 
MAC000065,2013-01-04 15:00:00, 0.764 
MAC000065,2013-01-04 15:30:00, 1.308 
MAC000065,2013-01-04 16:00:00, 1.6339999 
MAC000065,2013-01-04 16:30:00, 0.886 
MAC000065,2013-01-04 17:00:00, 0.647 
MAC000065,2013-01-04 17:30:00, 0.073 
MAC000065,2013-01-04 18:00:00, 0.085 
MAC000065,2013-01-04 18:30:00, 0.257 
MAC000065,2013-01-04 19:00:00, 0.21 
MAC000065,2013-01-04 19:30:00, 0.266 
MAC000065,2013-01-04 20:00:00, 0.207 
MAC000065,2013-01-04 20:30:00, 0.277 
MAC000065,2013-01-04 21:00:00, 0.281 
MAC000065,2013-01-04 21:30:00, 0.156 
MAC000065,2013-01-04 22:00:00, 0.199 
MAC000065,2013-01-04 22:30:00, 0.191 
MAC000065,2013-01-04 23:00:00, 0.357 
MAC000065,2013-01-04 23:30:00, 0.273 
MAC000065,2013-01-05 00:00:00, 0.363 
MAC000065,2013-01-05 00:30:00, 0.099 
MAC000065,2013-01-05 01:00:00, 0.034 
MAC000065,2013-01-05 01:30:00, 0.034 
MAC000065,2013-01-05 02:00:00, 0.025 
MAC000065,2013-01-05 02:30:00, 0.015 
MAC000065,2013-01-05 03:00:00, 0.029 
MAC000065,2013-01-05 03:30:00, 0.044 
MAC000065,2013-01-05 04:00:00, 0.012 
MAC000065,2013-01-05 04:30:00, 0.016 
MAC000065,2013-01-05 05:00:00, 0.045 
MAC000065,2013-01-05 05:30:00, 0.032 
MAC000065,2013-01-05 06:00:00, 0.012 
MAC000065,2013-01-05 06:30:00, 0.015 
MAC000065,2013-01-05 07:00:00, 0.048 
MAC000065,2013-01-05 07:30:00, 0.229 
MAC000065,2013-01-05 08:00:00, 0.044 
MAC000065,2013-01-05 08:30:00, 0.072 
MAC000065,2013-01-05 09:00:00, 0.074 
MAC000065,2013-01-05 09:30:00, 0.025 
MAC000065,2013-01-05 10:00:00, 0.181 
MAC000065,2013-01-05 10:30:00, 0.067 
MAC000065,2013-01-05 11:00:00, 0.123 
MAC000065,2013-01-05 11:30:00, 0.055 
MAC000065,2013-01-05 12:00:00, 0.164 
MAC000065,2013-01-05 12:30:00, 0.68 
MAC000065,2013-01-05 13:00:00, 0.785 
MAC000065,2013-01-05 13:30:00, 0.771 
MAC000065,2013-01-05 14:00:00, 0.773 
MAC000065,2013-01-05 14:30:00, 0.129 
MAC000065,2013-01-05 15:00:00, 0.037 
MAC000065,2013-01-05 15:30:00, 0.013 
MAC000065,2013-01-05 16:00:00, 0.017 
MAC000065,2013-01-05 16:30:00, 0.468 
MAC000065,2013-01-05 17:00:00, 0.314 
MAC000065,2013-01-05 17:30:00, 0.266 
MAC000065,2013-01-05 18:00:00, 0.561 
MAC000065,2013-01-05 18:30:00, 0.3 
MAC000065,2013-01-05 19:00:00, 0.235 
MAC000065,2013-01-05 19:30:00, 0.152 
MAC000065,2013-01-05 20:00:00, 0.197 
MAC000065,2013-01-05 20:30:00, 0.307 
MAC000065,2013-01-05 21:00:00, 0.28 
MAC000065,2013-01-05 21:30:00, 0.331 
MAC000065,2013-01-05 22:00:00, 0.252 
MAC000065,2013-01-05 22:30:00, 0.22 
MAC000065,2013-01-05 23:00:00, 0.312 
MAC000065,2013-01-05 23:30:00, 0.23 
MAC000065,2013-01-06 00:00:00, 0.26 
MAC000065,2013-01-06 00:30:00, 0.37 
MAC000065,2013-01-06 01:00:00, 0.162 
MAC000065,2013-01-06 01:30:00, 0.06 
MAC000065,2013-01-06 02:00:00, 0.055 
MAC000065,2013-01-06 02:30:00, 0.03 
MAC000065,2013-01-06 03:00:00, 0.012 
MAC000065,2013-01-06 03:30:00, 0.034 
MAC000065,2013-01-06 04:00:00, 0.054 
MAC000065,2013-01-06 04:30:00, 0.021 
MAC000065,2013-01-06 05:00:00, 0.012 
MAC000065,2013-01-06 05:30:00, 0.039 
MAC000065,2013-01-06 06:00:00, 0.053 
MAC000065,2013-01-06 06:30:00, 0.021 
MAC000065,2013-01-06 07:00:00, 0.012 
MAC000065,2013-01-06 07:30:00, 0.017 
MAC000065,2013-01-06 08:00:00, 0.242 
MAC000065,2013-01-06 08:30:00, 0.098 
MAC000065,2013-01-06 09:00:00, 0.023 
MAC000065,2013-01-06 09:30:00, 0.068 
MAC000065,2013-01-06 10:00:00, 0.042 
MAC000065,2013-01-06 10:30:00, 0.237 
MAC000065,2013-01-06 11:00:00, 0.068 
MAC000065,2013-01-06 11:30:00, 0.118 
MAC000065,2013-01-06 12:00:00, 0.07 
MAC000065,2013-01-06 12:30:00, 0.068 
MAC000065,2013-01-06 13:00:00, 0.153 
MAC000065,2013-01-06 13:30:00, 0.039 
MAC000065,2013-01-06 14:00:00, 0.033 
MAC000065,2013-01-06 14:30:00, 0.024 
MAC000065,2013-01-06 15:00:00, 0.246 
MAC000065,2013-01-06 15:30:00, 0.131 
MAC000065,2013-01-06 16:00:00, 0.096 
MAC000065,2013-01-06 16:30:00, 0.397 
MAC000065,2013-01-06 17:00:00, 0.914 
MAC000065,2013-01-06 17:30:00, 0.345 
MAC000065,2013-01-06 18:00:00, 0.724 
MAC000065,2013-01-06 18:30:00, 0.277 
MAC000065,2013-01-06 19:00:00, 0.305 
MAC000065,2013-01-06 19:30:00, 0.306 
MAC000065,2013-01-06 20:00:00, 0.397 
MAC000065,2013-01-06 20:30:00, 0.23 
MAC000065,2013-01-06 21:00:00, 0.226 
MAC000065,2013-01-06 21:30:00, 0.198 
MAC000065,2013-01-06 22:00:00, 0.339 
MAC000065,2013-01-06 22:30:00, 0.293 
MAC000065,2013-01-06 23:00:00, 0.258 
MAC000065,2013-01-06 23:30:00, 0.236 
MAC000065,2013-01-07 00:00:00, 0.208 
MAC000065,2013-01-07 00:30:00, 0.354 
MAC000065,2013-01-07 01:00:00, 0.151 
MAC000065,2013-01-07 01:30:00, 0.04 
MAC000065,2013-01-07 02:00:00, 0.014 
MAC000065,2013-01-07 02:30:00, 0.026 
MAC000065,2013-01-07 03:00:00, 0.051 
MAC000065,2013-01-07 03:30:00, 0.012 
MAC000065,2013-01-07 04:00:00, 0.016 
MAC000065,2013-01-07 04:30:00, 0.048 
MAC000065,2013-01-07 05:00:00, 0.038 
MAC000065,2013-01-07 05:30:00, 0.012 
MAC000065,2013-01-07 06:00:00, 0.016 
MAC000065,2013-01-07 06:30:00, 0.047 
MAC000065,2013-01-07 07:00:00, 0.053 
MAC000065,2013-01-07 07:30:00, 0.012 
MAC000065,2013-01-07 08:00:00, 0.015 
MAC000065,2013-01-07 08:30:00, 0.015 
MAC000065,2013-01-07 09:00:00, 0.161 
MAC000065,2013-01-07 09:30:00, 0.138 
MAC000065,2013-01-07 10:00:00, 0.095 
MAC000065,2013-01-07 10:30:00, 0.035 
MAC000065,2013-01-07 11:00:00, 0.063 
MAC000065,2013-01-07 11:30:00, 0.137 
MAC000065,2013-01-07 12:00:00, 0.109 
MAC000065,2013-01-07 12:30:00, 0.043 
MAC000065,2013-01-07 13:00:00, 0.254 
MAC000065,2013-01-07 13:30:00, 0.408 
MAC000065,2013-01-07 14:00:00, 0.228 
MAC000065,2013-01-07 14:30:00, 0.143 
MAC000065,2013-01-07 15:00:00, 0.033 
MAC000065,2013-01-07 15:30:00, 0.017 
MAC000065,2013-01-07 16:00:00, 0.25 
MAC000065,2013-01-07 16:30:00, 0.124 
MAC000065,2013-01-07 17:00:00, 0.11 
MAC000065,2013-01-07 17:30:00, 0.14 
MAC000065,2013-01-07 18:00:00, 0.138 
MAC000065,2013-01-07 18:30:00, 0.607 
MAC000065,2013-01-07 19:00:00, 0.234 
MAC000065,2013-01-07 19:30:00, 0.216 
MAC000065,2013-01-07 20:00:00, 0.145 
MAC000065,2013-01-07 20:30:00, 0.274 
MAC000065,2013-01-07 21:00:00, 0.281 
MAC000065,2013-01-07 21:30:00, 0.213 
MAC000065,2013-01-07 22:00:00, 0.192 
MAC000065,2013-01-07 22:30:00, 0.236 
MAC000065,2013-01-07 23:00:00, 0.422 
MAC000065,2013-01-07 23:30:00, 0.058 
MAC000065,2013-01-08 00:00:00, 0.046 
MAC000065,2013-01-08 00:30:00, 0.012 
MAC000065,2013-01-08 01:00:00, 0.015 
MAC000065,2013-01-08 01:30:00, 0.051 
MAC000065,2013-01-08 02:00:00, 0.032 
MAC000065,2013-01-08 02:30:00, 0.012 
MAC000065,2013-01-08 03:00:00, 0.015 
MAC000065,2013-01-08 03:30:00, 0.053 
MAC000065,2013-01-08 04:00:00, 0.043 
MAC000065,2013-01-08 04:30:00, 0.012 
MAC000065,2013-01-08 05:00:00, 0.015 
MAC000065,2013-01-08 05:30:00, 0.025 
MAC000065,2013-01-08 06:00:00, 0.181 
MAC000065,2013-01-08 06:30:00, 0.046 
MAC000065,2013-01-08 07:00:00, 0.026 
MAC000065,2013-01-08 07:30:00, 0.203 
MAC000065,2013-01-08 08:00:00, 0.113 
MAC000065,2013-01-08 08:30:00, 0.803 
MAC000065,2013-01-08 09:00:00, 0.211 
MAC000065,2013-01-08 09:30:00, 0.015 
MAC000065,2013-01-08 10:00:00, 0.08 
MAC000065,2013-01-08 10:30:00, 0.145 
MAC000065,2013-01-08 11:00:00, 0.661 
MAC000065,2013-01-08 11:30:00, 0.659 
MAC000065,2013-01-08 12:00:00, 0.257 
MAC000065,2013-01-08 12:30:00, 0.036 
MAC000065,2013-01-08 13:00:00, 0.019 
MAC000065,2013-01-08 13:30:00, 0.015 
MAC000065,2013-01-08 14:00:00, 0.046 
MAC000065,2013-01-08 14:30:00, 0.052 
MAC000065,2013-01-08 15:00:00, 0.132 
MAC000065,2013-01-08 15:30:00, 0.033 
MAC000065,2013-01-08 16:00:00, 0.512 
MAC000065,2013-01-08 16:30:00, 0.688 
MAC000065,2013-01-08 17:00:00, 0.641 
MAC000065,2013-01-08 17:30:00, 0.66 
MAC000065,2013-01-08 18:00:00, 0.62 
MAC000065,2013-01-08 18:30:00, 0.296 
MAC000065,2013-01-08 19:00:00, 0.207 
MAC000065,2013-01-08 19:30:00, 0.29 
MAC000065,2013-01-08 20:00:00, 0.276 
MAC000065,2013-01-08 20:30:00, 0.429 
MAC000065,2013-01-08 21:00:00, 0.219 
MAC000065,2013-01-08 21:30:00, 0.884 
MAC000065,2013-01-08 22:00:00, 0.663 
MAC000065,2013-01-08 22:30:00, 0.229 
MAC000065,2013-01-08 23:00:00, 0.18 
MAC000065,2013-01-08 23:30:00, 0.235 
MAC000065,2013-01-09 00:00:00, 0.146 
MAC000065,2013-01-09 00:30:00, 0.025 
MAC000065,2013-01-09 01:00:00, 0.041 
MAC000065,2013-01-09 01:30:00, 0.012 
MAC000065,2013-01-09 02:00:00, 0.022 
MAC000065,2013-01-09 02:30:00, 0.056 
MAC000065,2013-01-09 03:00:00, 0.015 
MAC000065,2013-01-09 03:30:00, 0.015 
MAC000065,2013-01-09 04:00:00, 0.035 
MAC000065,2013-01-09 04:30:00, 0.044 
MAC000065,2013-01-09 05:00:00, 0.012 
MAC000065,2013-01-09 05:30:00, 0.018 
MAC000065,2013-01-09 06:00:00, 0.039 
MAC000065,2013-01-09 06:30:00, 0.041 
MAC000065,2013-01-09 07:00:00, 0.012 
MAC000065,2013-01-09 07:30:00, 0.018 
MAC000065,2013-01-09 08:00:00, 0.199 
MAC000065,2013-01-09 08:30:00, 0.143 
MAC000065,2013-01-09 09:00:00, 0.095 
MAC000065,2013-01-09 09:30:00, 0.024 
MAC000065,2013-01-09 10:00:00, 0.046 
MAC000065,2013-01-09 10:30:00, 0.115 
MAC000065,2013-01-09 11:00:00, 0.034 
MAC000065,2013-01-09 11:30:00, 0.046 
MAC000065,2013-01-09 12:00:00, 0.012 
MAC000065,2013-01-09 12:30:00, 0.31 
MAC000065,2013-01-09 13:00:00, 0.702 
MAC000065,2013-01-09 13:30:00, 0.651 
MAC000065,2013-01-09 14:00:00, 0.621 
MAC000065,2013-01-09 14:30:00, 0.141 
MAC000065,2013-01-09 15:00:00, 0.061 
MAC000065,2013-01-09 15:30:00, 0.023 
MAC000065,2013-01-09 16:00:00, 0.6 
MAC000065,2013-01-09 16:30:00, 0.717 
MAC000065,2013-01-09 17:00:00, 0.939 
MAC000065,2013-01-09 17:30:00, 0.297 
MAC000065,2013-01-09 18:00:00, 0.131 
MAC000065,2013-01-09 18:30:00, 0.144 
MAC000065,2013-01-09 19:00:00, 0.304 
MAC000065,2013-01-09 19:30:00, 0.27 
MAC000065,2013-01-09 20:00:00, 0.181 
MAC000065,2013-01-09 20:30:00, 0.214 
MAC000065,2013-01-09 21:00:00, 0.366 
MAC000065,2013-01-09 21:30:00, 0.241 
MAC000065,2013-01-09 22:00:00, 0.231 
MAC000065,2013-01-09 22:30:00, 0.1 
MAC000065,2013-01-09 23:00:00, 0.189 
MAC000065,2013-01-09 23:30:00, 0.298 
MAC000065,2013-01-10 00:00:00, 0.392 
MAC000065,2013-01-10 00:30:00, 0.071 
MAC000065,2013-01-10 01:00:00, 0.012 
MAC000065,2013-01-10 01:30:00, 0.016 
MAC000065,2013-01-10 02:00:00, 0.024 
MAC000065,2013-01-10 02:30:00, 0.057 
MAC000065,2013-01-10 03:00:00, 0.012 
MAC000065,2013-01-10 03:30:00, 0.012 
MAC000065,2013-01-10 04:00:00, 0.047 
MAC000065,2013-01-10 04:30:00, 0.038 
MAC000065,2013-01-10 05:00:00, 0.012 
MAC000065,2013-01-10 05:30:00, 0.012 
MAC000065,2013-01-10 06:00:00, 0.044 
MAC000065,2013-01-10 06:30:00, 0.052 
MAC000065,2013-01-10 07:00:00, 0.012 
MAC000065,2013-01-10 07:30:00, 0.012 
MAC000065,2013-01-10 08:00:00, 0.492 
MAC000065,2013-01-10 08:30:00, 0.112 
MAC000065,2013-01-10 09:00:00, 0.068 
MAC000065,2013-01-10 09:30:00, 0.146 
MAC000065,2013-01-10 10:00:00, 0.013 
MAC000065,2013-01-10 10:30:00, 0.012 
MAC000065,2013-01-10 11:00:00, 0.018 
MAC000065,2013-01-10 11:30:00, 0.033 
MAC000065,2013-01-10 12:00:00, 0.054 
MAC000065,2013-01-10 12:30:00, 0.039 
MAC000065,2013-01-10 13:00:00, 0.022 
MAC000065,2013-01-10 13:30:00, 0.19 
MAC000065,2013-01-10 14:00:00, 0.774 
MAC000065,2013-01-10 14:30:00, 0.813 
MAC000065,2013-01-10 15:00:00, 0.757 
MAC000065,2013-01-10 15:30:00, 0.688 
MAC000065,2013-01-10 16:00:00, 0.669 
MAC000065,2013-01-10 16:30:00, 0.724 
MAC000065,2013-01-10 17:00:00, 0.663 
MAC000065,2013-01-10 17:30:00, 0.612 
MAC000065,2013-01-10 18:00:00, 0.116 
MAC000065,2013-01-10 18:30:00, 0.157 
MAC000065,2013-01-10 19:00:00, 0.24 
MAC000065,2013-01-10 19:30:00, 0.707 
MAC000065,2013-01-10 20:00:00, 0.472 
MAC000065,2013-01-10 20:30:00, 0.45 
MAC000065,2013-01-10 21:00:00, 0.822 
MAC000065,2013-01-10 21:30:00, 0.469 
MAC000065,2013-01-10 22:00:00, 0.436 
MAC000065,2013-01-10 22:30:00, 0.265 
MAC000065,2013-01-10 23:00:00, 0.389 
MAC000065,2013-01-10 23:30:00, 0.279 
MAC000065,2013-01-11 00:00:00, 0.073 
MAC000065,2013-01-11 00:30:00, 0.052 
MAC000065,2013-01-11 01:00:00, 0.012 
MAC000065,2013-01-11 01:30:00, 0.015 
MAC000065,2013-01-11 02:00:00, 0.016 
MAC000065,2013-01-11 02:30:00, 0.013 
MAC000065,2013-01-11 03:00:00, 0.037 
MAC000065,2013-01-11 03:30:00, 0.056 
MAC000065,2013-01-11 04:00:00, 0.024 
MAC000065,2013-01-11 04:30:00, 0.012 
MAC000065,2013-01-11 05:00:00, 0.014 
MAC000065,2013-01-11 05:30:00, 0.013 
MAC000065,2013-01-11 06:00:00, 0.047 
MAC000065,2013-01-11 06:30:00, 0.053 
MAC000065,2013-01-11 07:00:00, 0.442 
MAC000065,2013-01-11 07:30:00, 0.781 
MAC000065,2013-01-11 08:00:00, 0.416 
MAC000065,2013-01-11 08:30:00, 0.023 
MAC000065,2013-01-11 09:00:00, 0.152 
MAC000065,2013-01-11 09:30:00, 0.094 
MAC000065,2013-01-11 10:00:00, 0.366 
MAC000065,2013-01-11 10:30:00, 0.705 
MAC000065,2013-01-11 11:00:00, 0.667 
MAC000065,2013-01-11 11:30:00, 0.037 
MAC000065,2013-01-11 12:00:00, 0.017 
MAC000065,2013-01-11 12:30:00, 0.012 
MAC000065,2013-01-11 13:00:00, 0.013 
MAC000065,2013-01-11 13:30:00, 0.013 
MAC000065,2013-01-11 14:00:00, 0.018 
MAC000065,2013-01-11 14:30:00, 0.631 
MAC000065,2013-01-11 15:00:00, 0.702 
MAC000065,2013-01-11 15:30:00, 0.753 
MAC000065,2013-01-11 16:00:00, 0.805 
MAC000065,2013-01-11 16:30:00, 0.842 
MAC000065,2013-01-11 17:00:00, 0.244 
MAC000065,2013-01-11 17:30:00, 0.404 
MAC000065,2013-01-11 18:00:00, 0.711 
MAC000065,2013-01-11 18:30:00, 0.705 
MAC000065,2013-01-11 19:00:00, 0.794 
MAC000065,2013-01-11 19:30:00, 0.62 
MAC000065,2013-01-11 20:00:00, 0.398 
MAC000065,2013-01-11 20:30:00, 0.51 
MAC000065,2013-01-11 21:00:00, 0.758 
MAC000065,2013-01-11 21:30:00, 0.748 
MAC000065,2013-01-11 22:00:00, 1.041 
MAC000065,2013-01-11 22:30:00, 0.883 
MAC000065,2013-01-11 23:00:00, 0.14 
MAC000065,2013-01-11 23:30:00, 0.147 
MAC000065,2013-01-12 00:00:00, 0.231 
MAC000065,2013-01-12 00:30:00, 0.142 
MAC000065,2013-01-12 01:00:00, 0.22 
MAC000065,2013-01-12 01:30:00, 0.093 
MAC000065,2013-01-12 02:00:00, 0.07 
MAC000065,2013-01-12 02:30:00, 0.027 
MAC000065,2013-01-12 03:00:00, 0.013 
MAC000065,2013-01-12 03:30:00, 0.017 
MAC000065,2013-01-12 04:00:00, 0.013 
MAC000065,2013-01-12 04:30:00, 0.057 
MAC000065,2013-01-12 05:00:00, 0.051 
MAC000065,2013-01-12 05:30:00, 0.025 
MAC000065,2013-01-12 06:00:00, 0.49 
MAC000065,2013-01-12 06:30:00, 0.728 
MAC000065,2013-01-12 07:00:00, 0.724 
MAC000065,2013-01-12 07:30:00, 0.727 
MAC000065,2013-01-12 08:00:00, 0.725 
MAC000065,2013-01-12 08:30:00, 0.167 
MAC000065,2013-01-12 09:00:00, 0.057 
MAC000065,2013-01-12 09:30:00, 0.235 
MAC000065,2013-01-12 10:00:00, 0.078 
MAC000065,2013-01-12 10:30:00, 0.04 
MAC000065,2013-01-12 11:00:00, 0.196 
MAC000065,2013-01-12 11:30:00, 0.072 
MAC000065,2013-01-12 12:00:00, 0.019 
MAC000065,2013-01-12 12:30:00, 0.083 
MAC000065,2013-01-12 13:00:00, 0.054 
MAC000065,2013-01-12 13:30:00, 0.036 
MAC000065,2013-01-12 14:00:00, 0.013 
MAC000065,2013-01-12 14:30:00, 0.017 
